-DOCSTART- (1 EU)
0	--NME--
2	Germany	http://en.wikipedia.org/wiki/Germany	/m/0345h
6	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
9	--NME--
11	Brussels	http://en.wikipedia.org/wiki/Brussels	/m/0177z
14	European_Commission	http://en.wikipedia.org/wiki/European_Commission	/m/02q9k
22	Germany	http://en.wikipedia.org/wiki/Germany	/m/0345h
28	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
43	Germany	http://en.wikipedia.org/wiki/Germany	/m/0345h
48	European_Union	http://en.wikipedia.org/wiki/European_Union	/m/02jxk
53	--NME--
66	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
94	European_Commission	http://en.wikipedia.org/wiki/European_Commission	/m/02q9k
98	--NME--
129	European_Union	http://en.wikipedia.org/wiki/European_Union	/m/02jxk
139	--NME--
142	Franz_Fischler	http://en.wikipedia.org/wiki/Franz_Fischler	/m/02y4y1
172	--NME--
174	--NME--
179	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
181	France	http://en.wikipedia.org/wiki/France	/m/0f8l9c
189	--NME--
193	Bovine_spongiform_encephalopathy	http://en.wikipedia.org/wiki/Bovine_spongiform_encephalopathy	/m/0jy66
201	--NME--
209	--NME--
237	Spain	http://en.wikipedia.org/wiki/Spain	/m/06mkj
240	Loyola_de_Palacio	http://en.wikipedia.org/wiki/Loyola_de_Palacio	/m/0g3rwc
246	--NME--
249	--NME--
266	France	http://en.wikipedia.org/wiki/France	/m/0f8l9c
268	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
270	--NME--
275	--NME--
314	Bovine_spongiform_encephalopathy	http://en.wikipedia.org/wiki/Bovine_spongiform_encephalopathy	/m/0jy66
330	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
350	Germany	http://en.wikipedia.org/wiki/Germany	/m/0345h
357	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
363	Europe	http://en.wikipedia.org/wiki/Europe	/m/02j9z
382	Germany	http://en.wikipedia.org/wiki/Germany	/m/0345h
387	--NME--
393	--NME--
396	--NME--
401	--NME--
404	Bonn	http://en.wikipedia.org/wiki/Bonn	/m/0150n
420	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
438	Germany	http://en.wikipedia.org/wiki/Germany	/m/0345h
443	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc
459	United_Kingdom	http://en.wikipedia.org/wiki/United_Kingdom	/m/07ssc

-DOCSTART- (2 Rare)
1	Jimi_Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix	/m/01vsy3q
10	London	http://en.wikipedia.org/wiki/London	/m/04jpl
21	United_States	http://en.wikipedia.org/wiki/United_States	/m/09c7w0
24	Jimi_Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix	/m/01vsy3q
48	--NME--
62	--NME--
69	Jimi_Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix	/m/01vsy3q
75	London	http://en.wikipedia.org/wiki/London	/m/04jpl
92	England	http://en.wikipedia.org/wiki/England	/m/02jx1
95	Nottingham	http://en.wikipedia.org/wiki/Nottingham	/m/09tlh
128	Jimi_Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix	/m/01vsy3q
132	--NME--
157	Jimi_Hendrix	http://en.wikipedia.org/wiki/Jimi_Hendrix	/m/01vsy3q
166	Australia	http://en.wikipedia.org/wiki/Australia	/m/0chghy

-DOCSTART- (3 China)
0	People\u0027s_Republic_of_China	http://en.wikipedia.org/wiki/People's_Republic_of_China	/m/0d05w3
2	Republic_of_China	http://en.wikipedia.org/wiki/Republic_of_China	/m/06f32
8	Beijing	http://en.wikipedia.org/wiki/Beijing	/m/01914
10	People\u0027s_Republic_of_China	http://en.wikipedia.org/wiki/People's_Republic_of_China	/m/0d05w3
14	Taipei	http://en.wikipedia.org/wiki/Taipei	/m/0ftkx
26	Taiwan_Strait	http://en.wikipedia.org/wiki/Taiwan_Strait	/m/0mlsw
32	Ukraine	http://en.wikipedia.org/wiki/Ukraine	/m/07t21
34	Republic_of_China	http://en.wikipedia.org/wiki/Republic_of_China	/m/06f32
37	Lien_Chan	http://en.wikipedia.org/wiki/Lien_Chan	/m/011jlx
43	Beijing	http://en.wikipedia.org/wiki/Beijing	/m/01914
49	People\u0027s_Republic_of_China	http://en.wikipedia.org/wiki/People's_Republic_of_China	/m/0d05w3
63	Republic_of_China	http://en.wikipedia.org/wiki/Republic_of_China	/m/06f32
65	Ministry_of_Foreign_Affairs_of_the_People\u0027s_Republic_of_China	http://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_of_the_People's_Republic_of_China	/m/02626pc
68	--NME--
71	--NME--
88	Republic_of_China	http://en.wikipedia.org/wiki/Republic_of_China	/m/06f32
95	People\u0027s_Republic_of_China	http://en.wikipedia.org/wiki/People's_Republic_of_China	/m/0d05w3
100	Taipei	http://en.wikipedia.org/wiki/Taipei	/m/0ftkx
102	--NME--
111	Republic_of_China	http://en.wikipedia.org/wiki/Republic_of_China	/m/06f32
157	--NME--
161	--NME--
169	--NME--
171	Reuters	http://en.wikipedia.org/wiki/Reuters	/m/0ps53
181	--NME--
